Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Gell,  Sir William;Gell; Sir William; Sir William Gell;1777;1836;http://viaf.org/viaf/10148614;http://viaf.org/viaf/;10148614;KM 22.06.1815 ;;;
Hamilton,  William Richard;Hamilton; William Richard; William Richard Hamilton;1777;1859;http://viaf.org/viaf/66896160;http://viaf.org/viaf/;66896160;EM 22.06.1815 ;;;
Leake,  William Martin;Leake; William Martin; William Martin Leake;1777;1860;http://viaf.org/viaf/27833332;http://viaf.org/viaf/;27833332;EM 22.06.1815 ;;;
Configliachi,  Pietro;Configliachi; Pietro; Pietro Configliachi;1777;1844;http://viaf.org/viaf/69714120;http://viaf.org/viaf/;69714120;KM 25.06.1818 ;;;
Wilken,  Friedrich;Wilken; Friedrich; Friedrich Wilken;1777;1840;http://viaf.org/viaf/72169805;http://viaf.org/viaf/;72169805;KM 25.06.1812  bis 26.11.1818;OM 01.01.1819 ;;
Furia,  Francesco del;Furia; Francesco del; Francesco del Furia;1777;1856;http://viaf.org/viaf/13069904;http://viaf.org/viaf/;13069904;KM 04.02.1819 ;;;
Kumas, Könstantinos Michaeçl;Kumas;Könstantinos Michaeçl;Könstantinos Michaeçl Kumas;1777;1836;http://viaf.org/viaf/69731641;http://viaf.org/viaf/;69731641;KM 09.12.1819 ;;;
Oersted,  Hans Christian;Oersted; Hans Christian; Hans Christian Oersted;1777;1851;http://viaf.org/viaf/39490755;http://viaf.org/viaf/;39490755;KM 23.11.1820 ;;;
Clarac, Charles Othon Frédéric Jean Baptiste, comte de;Clarac;Charles Othon Frédéric Jean Baptiste, comte de;Charles Othon Frédéric Jean Baptiste, comte de Clarac;1777;1847;http://viaf.org/viaf/22357212;http://viaf.org/viaf/;22357212;KM 16.08.1821 ;;;
Jomard,  Edmond-Françﬂois;Jomard; Edmond-Françﬂois; Edmond-Françﬂois Jomard;1777;1862;http://viaf.org/viaf/2511766;http://viaf.org/viaf/;2511766;KM 16.08.1821 ;;;
Gauss,  Karl Friedrich;Gauss; Karl Friedrich; Karl Friedrich Gauss;1777;1855;http://viaf.org/viaf/29534259;http://viaf.org/viaf/;29534259;AM 18.07.1810  bis 11.11.1824;OM 11.11.1824 ;;
Savigny, Marie Jules Ceçsar Lelorgne de;Savigny;Marie Jules Ceçsar Lelorgne de;Marie Jules Ceçsar Lelorgne de Savigny;1777;1851;http://viaf.org/viaf/51829073;http://viaf.org/viaf/;51829073;KM 13.04.1826 ;;;
Costa de macedo, Joaquim José ;Costa de macedo;Joaquim José ;Joaquim José  Costa de macedo;1777;1867;http://viaf.org/viaf/30292606;http://viaf.org/viaf/;30292606;KM 15.02.1838 ;;;
Pickering,  John;Pickering; John; John Pickering;1777;1846;http://viaf.org/viaf/29695025;http://viaf.org/viaf/;29695025;KM 13.02.1840 ;;;
Dureau de la malle,  Adolphe-Jules-César-Auguste;Dureau de la malle; Adolphe-Jules-César-Auguste; Adolphe-Jules-César-Auguste Dureau de la malle;1777;1857;http://viaf.org/viaf/99779253;http://viaf.org/viaf/;99779253;KM 15.04.1847 ;;;
Duvernoy,  Georges-Louis;Duvernoy; Georges-Louis; Georges-Louis Duvernoy;1777;1855;http://viaf.org/viaf/71382017;http://viaf.org/viaf/;71382017;KM 27.04.1854 ;;;
Thénard,  Louis-Jacques, baron;Thénard; Louis-Jacques, baron; Louis-Jacques, baron Thénard;1777;1857;http://viaf.org/viaf/56695277;http://viaf.org/viaf/;56695277;KM 25.06.1812 bis 26.07.1855 ;AM 15.08.1855 ;;
Poinsot,  Louis;Poinsot; Louis; Louis Poinsot;1777;1859;http://viaf.org/viaf/4935248;http://viaf.org/viaf/;4935248;KM 22.07.1858 ;;;
Davy,  Sir Humphry;Davy; Sir Humphry; Sir Humphry Davy;1778;1829;http://viaf.org/viaf/29630108;http://viaf.org/viaf/;29630108;AM 16.07.1812 ;;;
Gay-Lussac,  Louis-Joseph;Gay-Lussac; Louis-Joseph; Louis-Joseph Gay-Lussac;1778;1850;http://viaf.org/viaf/41893883;http://viaf.org/viaf/;41893883;KM 25.06.1812  bis 07.04.1842;AM 28.06.1842 ;;
Heusde,  Philipp Willem van;Heusde; Philipp Willem van; Philipp Willem van Heusde;1778;1839;http://viaf.org/viaf/95188373;http://viaf.org/viaf/;95188373;KM 25.06.1812 ;;;
Göschen,  Johann Friedrich Ludwig;Göschen; Johann Friedrich Ludwig; Johann Friedrich Ludwig Göschen;1778;1837;http://viaf.org/viaf/36417344;http://viaf.org/viaf/;36417344;KM 26.06.1817 ;;;
Candolle, Augustin Pyrame de;Candolle;Augustin Pyrame de;Augustin Pyrame de Candolle;1778;1841;http://viaf.org/viaf/76389959;http://viaf.org/viaf/;76389959;KM 13.12.1827 ;;;
Gay-Lussac,  Louis-Joseph;Gay-Lussac; Louis-Joseph; Louis-Joseph Gay-Lussac;1778;1850;http://viaf.org/viaf/41893883;http://viaf.org/viaf/;41893883;KM 25.06.1812  bis 07.04.1842;AM 28.06.1842 ;;
Temminck,  Coenraad Jacob;Temminck; Coenraad Jacob; Coenraad Jacob Temminck;1778;1858;http://viaf.org/viaf/69703180;http://viaf.org/viaf/;69703180;EM 10.12.1855 ;;;
Savigny,  Friedrich Karl von;Savigny; Friedrich Karl von; Friedrich Karl von Savigny;1779;1861;http://viaf.org/viaf/76377829;http://viaf.org/viaf/;76377829;OM 29.04.1811 ;;;
Berzelius,  Johann Jakob;Berzelius; Johann Jakob; Johann Jakob Berzelius;1779;1848;http://viaf.org/viaf/41868753;http://viaf.org/viaf/;41868753;KM 25.06.1812  bis 16.06.1825;AM 28.06.1825 ;;
Ritter,  Karl ;Ritter; Karl ; Karl  Ritter;1779;1859;http://viaf.org/viaf/56673426;http://viaf.org/viaf/;56673426;OM 18.04.1822 ;;;
Berzelius,  Johann Jakob;Berzelius; Johann Jakob; Johann Jakob Berzelius;1779;1848;http://viaf.org/viaf/41868753;http://viaf.org/viaf/;41868753;KM 25.06.1812  bis 16.06.1825;AM 28.06.1825 ;;
Lindenau,  Bernhard August von;Lindenau; Bernhard August von; Bernhard August von Lindenau;1779;1854;http://viaf.org/viaf/39418848;http://viaf.org/viaf/;39418848;EM 04.01.1828 ;;;
Hase,  Benedikt;Hase; Benedikt; Benedikt Hase;1780;1864;http://viaf.org/viaf/29832920;http://viaf.org/viaf/;29832920;KM 25.06.1812  bis 25.04.1850;AM 18.05.1850 ;;
Tenore,  Michele;Tenore; Michele; Michele Tenore;1780;1861;http://viaf.org/viaf/29523124;http://viaf.org/viaf/;29523124;KM 25.06.1812 ;;;
Wahlenberg,  Göran;Wahlenberg; Göran; Göran Wahlenberg;1780;1851;http://viaf.org/viaf/73969032;http://viaf.org/viaf/;73969032;KM 17.03.1814 ;;;
Lichtenstein,  Hinrich;Lichtenstein; Hinrich; Hinrich Lichtenstein;1780;1857;http://viaf.org/viaf/66680249;http://viaf.org/viaf/;66680249;OM 14.05.1814 ;;;
Weiss,  Christian Samuel;Weiss; Christian Samuel; Christian Samuel Weiss;1780;1856;http://viaf.org/viaf/3267246;http://viaf.org/viaf/;3267246;OM 03.05.1815 ;;;
Brönsted,  Peter Oluf;Brönsted; Peter Oluf; Peter Oluf Brönsted;1780;1842;http://viaf.org/viaf/64136808;http://viaf.org/viaf/;64136808;KM 22.06.1815 ;;;
Schumacher,  Heinrich Christian;Schumacher; Heinrich Christian; Heinrich Christian Schumacher;1780;1850;http://viaf.org/viaf/51695714;http://viaf.org/viaf/;51695714;KM 22.06.1826 ;;;
Crelle,  August Leopold;Crelle; August Leopold; August Leopold Crelle;1780;1855;http://viaf.org/viaf/42596350;http://viaf.org/viaf/;42596350;OM 23.08.1827 ;;;
Graff,  Eberhard Gottlieb;Graff; Eberhard Gottlieb; Eberhard Gottlieb Graff;1780;1841;http://viaf.org/viaf/56682761;http://viaf.org/viaf/;56682761;KM 12.04.1832  bis 29.11.1832;OM 03.01.1833 ;;
Graff,  Eberhard Gottlieb;Graff; Eberhard Gottlieb; Eberhard Gottlieb Graff;1780;1841;http://viaf.org/viaf/56682761;http://viaf.org/viaf/;56682761;KM 12.04.1832  bis 29.11.1832;OM 03.01.1833 ;;
Oikonömos, Könstantiçnos;Oikonömos;Könstantiçnos;Könstantiçnos Oikonömos;1780;1857;http://viaf.org/viaf/17443285;http://viaf.org/viaf/;17443285;KM 13.12.1832 ;;;
Döbereiner,  Johann Wolfgang;Döbereiner; Johann Wolfgang; Johann Wolfgang Döbereiner;1780;1849;http://viaf.org/viaf/62340086;http://viaf.org/viaf/;62340086;KM 19.02.1835 ;;;
Kopitar,  Bartholomäus;Kopitar; Bartholomäus; Bartholomäus Kopitar;1780;1844;http://viaf.org/viaf/12323678;http://viaf.org/viaf/;12323678;KM 23.06.1836 ;;;
Hagen,  Friedrich Heinrich von der;Hagen; Friedrich Heinrich von der; Friedrich Heinrich von der Hagen;1780;1856;http://viaf.org/viaf/95213853;http://viaf.org/viaf/;95213853;OM 09.03.1841 ;;;
Rühle von Lilienstern,  Johann Jakob Otto August;Rühle von Lilienstern; Johann Jakob Otto August; Johann Jakob Otto August Rühle von Lilienstern;1780;1847;http://viaf.org/viaf/27828907;http://viaf.org/viaf/;27828907;EM 06.05.1846 ;;;
Hase,  Benedikt;Hase; Benedikt; Benedikt Hase;1780;1864;http://viaf.org/viaf/29832920;http://viaf.org/viaf/;29832920;KM 25.06.1812  bis 25.04.1850;AM 18.05.1850 ;;
Poisson,  Denis;Poisson; Denis; Denis Poisson;1781;1840;http://viaf.org/viaf/22241140;http://viaf.org/viaf/;22241140;KM 25.06.1812  bis 10.12.1829;AM 11.01.1830 ;;
Tiedemann,  Friedrich;Tiedemann; Friedrich; Friedrich Tiedemann;1781;1861;http://viaf.org/viaf/59242363;http://viaf.org/viaf/;59242363;KM 25.06.1812  bis 01.06.1854;AM 15.07.1854 ;;
Rühs,  Christian Friedrich;Rühs; Christian Friedrich; Christian Friedrich Rühs;1781;1820;http://viaf.org/viaf/27298922;http://viaf.org/viaf/;27298922;OM 01.01.1819 ;;;
Mai,  Angelo;Mai; Angelo; Angelo Mai;1781;1854;http://viaf.org/viaf/100180720;http://viaf.org/viaf/;100180720;KM 28.02.1822  bis 15.06.1854;EM 22.07.1854 ;;
Raumer,  Friedrich Ludwig Georg von;Raumer; Friedrich Ludwig Georg von; Friedrich Ludwig Georg von Raumer;1781;1873;http://viaf.org/viaf/64809232;http://viaf.org/viaf/;64809232;OM 18.06.1827 bis 22.03.1847 ;;;
Brewster,  Sir David;Brewster; Sir David; Sir David Brewster;1781;1868;http://viaf.org/viaf/2774127;http://viaf.org/viaf/;2774127;KM 13.12.1827  bis 12.02.1846;AM 11.03.1846 ;;
Poisson,  Denis;Poisson; Denis; Denis Poisson;1781;1840;http://viaf.org/viaf/22241140;http://viaf.org/viaf/;22241140;KM 25.06.1812  bis 10.12.1829;AM 11.01.1830 ;;
Eichhorn,  Karl Friedrich;Eichhorn; Karl Friedrich; Karl Friedrich Eichhorn;1781;1854;http://viaf.org/viaf/5017502;http://viaf.org/viaf/;5017502;OM 13.02.1832 bis 01.01.1847 ;EM 01.01.1847  bis 15.04.1847;AM 15.04.1847 ;
Plana, Giovanni Antonio Amedeo;Plana;Giovanni Antonio Amedeo;Giovanni Antonio Amedeo Plana;1781;1864;http://viaf.org/viaf/37842038;http://viaf.org/viaf/;37842038;KM 19.01.1832 ;;;
Lobeck,  Christian August;Lobeck; Christian August; Christian August Lobeck;1781;1860;http://viaf.org/viaf/18018430;http://viaf.org/viaf/;18018430;AM 07.05.1832 ;;;
Chamisso, Adelbert von;Chamisso;Adelbert von;Adelbert von Chamisso;1781;1838;http://viaf.org/viaf/4927907;http://viaf.org/viaf/;4927907;OM 28.06.1835 ;;;
Borghesi,  Bartholomeo ;Borghesi; Bartholomeo ; Bartholomeo  Borghesi;1781;1860;http://viaf.org/viaf/12385911;http://viaf.org/viaf/;12385911;KM 23.06.1836 ;;;
Magnüsson,  Finnur;Magnüsson; Finnur; Finnur Magnüsson;1781;1847;http://viaf.org/viaf/59841801;http://viaf.org/viaf/;59841801;KM 23.06.1836 ;;;
Brewster,  Sir David;Brewster; Sir David; Sir David Brewster;1781;1868;http://viaf.org/viaf/2774127;http://viaf.org/viaf/;2774127;KM 13.12.1827  bis 12.02.1846;AM 11.03.1846 ;;
Eichhorn,  Karl Friedrich;Eichhorn; Karl Friedrich; Karl Friedrich Eichhorn;1781;1854;http://viaf.org/viaf/5017502;http://viaf.org/viaf/;5017502;OM 13.02.1832 bis 01.01.1847 ;EM 01.01.1847  bis 15.04.1847;AM 15.04.1847 ;
Tiedemann,  Friedrich;Tiedemann; Friedrich; Friedrich Tiedemann;1781;1861;http://viaf.org/viaf/59242363;http://viaf.org/viaf/;59242363;KM 25.06.1812 bis 01.06.1854 ;AM 15.07.1854 ;;
Hausmann,  Johann Friedrich Ludwig;Hausmann; Johann Friedrich Ludwig; Johann Friedrich Ludwig Hausmann;1782;1859;http://viaf.org/viaf/52123978;http://viaf.org/viaf/;52123978;KM 25.06.1812 ;;;
QuatremËre, Étienne Marc;QuatremËre;Étienne Marc;Étienne Marc QuatremËre;1782;1857;http://viaf.org/viaf/7482667;http://viaf.org/viaf/;7482667;KM 25.06.1812 ;;;
Nitzsch,  Christian Ludwig;Nitzsch; Christian Ludwig; Christian Ludwig Nitzsch;1782;1837;http://viaf.org/viaf/45069813;http://viaf.org/viaf/;45069813;KM 25.06.1818 ;;;
Karsten, C. J. B. (Carl Johann Bernhard);Karsten;C. J. B. (Carl Johann Bernhard);C. J. B. (Carl Johann Bernhard) Karsten;1782;1853;http://viaf.org/viaf/34574049;http://viaf.org/viaf/;34574049;OM 18.04.1822 ;;;
Hormayr,  Joseph Freiherr von;Hormayr; Joseph Freiherr von; Joseph Freiherr von Hormayr;1782;1848;http://viaf.org/viaf/95217834;http://viaf.org/viaf/;95217834;KM 12.02.1829 ;;;
Berthier,  Pierre;Berthier; Pierre; Pierre Berthier;1782;1861;http://viaf.org/viaf/64119606;http://viaf.org/viaf/;64119606;KM 10.12.1829 ;;;
Flauti,  Vincenzo;Flauti; Vincenzo; Vincenzo Flauti;1782;1863;http://viaf.org/viaf/54016266;http://viaf.org/viaf/;54016266;KM 10.12.1829 ;;;
Pohl,  Johann Emanuel;Pohl; Johann Emanuel; Johann Emanuel Pohl;1782;1834;http://viaf.org/viaf/5359696;http://viaf.org/viaf/;5359696;KM 10.12.1829 ;;;
Fischer,  Friedrich Ernst Ludwig von;Fischer; Friedrich Ernst Ludwig von; Friedrich Ernst Ludwig von Fischer;1782;1854;http://viaf.org/viaf/57530335;http://viaf.org/viaf/;57530335;KM 19.01.1832 ;;;
Frähn,  Christian Martin Joachim;Frähn; Christian Martin Joachim; Christian Martin Joachim Frähn;1782;1851;http://viaf.org/viaf/12736448;http://viaf.org/viaf/;12736448;KM 19.02.1835 ;;;
Wied,  Maximilian Prinz zu;Wied; Maximilian Prinz zu; Maximilian Prinz zu Wied;1782;1867;http://viaf.org/viaf/39504469;http://viaf.org/viaf/;39504469;EM 15.08.1853 ;;;
Mai,  Angelo;Mai; Angelo; Angelo Mai;1782;1854;http://viaf.org/viaf/100180720;http://viaf.org/viaf/;100180720;KM 28.02.1822 bis 15.06.1854 ;EM 22.07.1854 ;;
Villermé,  Louis-René;Villermé; Louis-René; Louis-René Villermé;1782;1863;http://viaf.org/viaf/24609091;http://viaf.org/viaf/;24609091;KM 14.02.1856 ;;;
Oltmanns,  Jabbo;Oltmanns; Jabbo; Jabbo Oltmanns;1783;1833;http://viaf.org/viaf/27183011;http://viaf.org/viaf/;27183011;OM 07.04.1810 bis 23.10.1812 ;EM 23.10.1812  bis 17.03.1825;OM 17.03.1825 ;
Oltmanns,  Jabbo;Oltmanns; Jabbo; Jabbo Oltmanns;1783;1833;http://viaf.org/viaf/27183011;http://viaf.org/viaf/;27183011;OM 07.04.1810 bis 23.10.1812 ;EM 23.10.1812  bis 17.03.1825;OM 17.03.1825 ;
Oltmanns,  Jabbo;Oltmanns; Jabbo; Jabbo Oltmanns;1783;1833;http://viaf.org/viaf/27183011;http://viaf.org/viaf/;27183011;OM 07.04.1810 bis 23.10.1812 ;EM 23.10.1812  bis 17.03.1825;OM 17.03.1825 ;
Serres, Marcel de (Pierre Marcell Toussaint);Serres;Marcel de (Pierre Marcell Toussaint);Marcel de (Pierre Marcell Toussaint) Serres;1783;1862;http://viaf.org/viaf/61536409;http://viaf.org/viaf/;61536409;KM 13.04.1826 ;;;
Carlini,  Francesco;Carlini; Francesco; Francesco Carlini;1783;1862;http://viaf.org/viaf/39366577;http://viaf.org/viaf/;39366577;KM 22.06.1826 ;;;
Chambray, Georges, marquis de;Chambray;Georges, marquis de;Georges, marquis de Chambray;1783;1848;http://viaf.org/viaf/19775981;http://viaf.org/viaf/;19775981;KM 20.06.1833 ;;;
Geijer,  Erik Gustav;Geijer; Erik Gustav; Erik Gustav Geijer;1783;1847;http://viaf.org/viaf/7563820;http://viaf.org/viaf/;7563820;KM 23.06.1836 ;;;
Serradifalco,  Domenico Lo Faso Pietrasanta;Serradifalco; Domenico Lo Faso Pietrasanta; Domenico Lo Faso Pietrasanta Serradifalco;1783;1863;http://viaf.org/viaf/10278466;http://viaf.org/viaf/;10278466;EM 29.07.1836 ;;;
Molbech,  Christian;Molbech; Christian; Christian Molbech;1783;1857;http://viaf.org/viaf/2582571;http://viaf.org/viaf/;2582571;KM 27.02.1845 ;;;
Lajard,  Jean-Baptiste-Félix;Lajard; Jean-Baptiste-Félix; Jean-Baptiste-Félix Lajard;1783;1858;http://viaf.org/viaf/769603;http://viaf.org/viaf/;769603;KM 17.12.1846 ;;;
Bessel,  Friedrich Wilhelm;Bessel; Friedrich Wilhelm; Friedrich Wilhelm Bessel;1784;1846;http://viaf.org/viaf/4929529;http://viaf.org/viaf/;4929529;AM 16.07.1812 ;;;
Thiersch,  Friedrich von;Thiersch; Friedrich von; Friedrich von Thiersch;1784;1860;http://viaf.org/viaf/62345630;http://viaf.org/viaf/;62345630;KM 09.06.1825  bis 25.03.1858;AM 27.04.1858 ;;
Hansteen,  Christopher;Hansteen; Christopher; Christopher Hansteen;1784;1873;http://viaf.org/viaf/15520384;http://viaf.org/viaf/;15520384;KM 13.12.1827 ;;;
Welcker,  Friedrich Gottlieb;Welcker; Friedrich Gottlieb; Friedrich Gottlieb Welcker;1784;1868;http://viaf.org/viaf/39414089;http://viaf.org/viaf/;39414089;AM 11.03.1846 ;;;
Radhakanta Deb, ;Radhakanta Deb;; Radhakanta Deb;1784;1867;http://viaf.org/viaf/35295986;http://viaf.org/viaf/;35295986;EM 27.04.1858 ;;;
Thiersch,  Friedrich von;Thiersch; Friedrich von; Friedrich von Thiersch;1784;1860;http://viaf.org/viaf/62345630;http://viaf.org/viaf/;62345630;KM 09.06.1825 bis 25.03.1858 ;AM 27.04.1858 ;;
Böckh,  August;Böckh; August; August Böckh;1785;1867;http://viaf.org/viaf/37048283;http://viaf.org/viaf/;37048283;OM 14.05.1814 ;;;
Bekker,  August Emanuel;Bekker; August Emanuel; August Emanuel Bekker;1785;1871;http://viaf.org/viaf/44387193;http://viaf.org/viaf/;44387193;OM 03.05.1815 ;;;
Mustoxydis,  Andreas;Mustoxydis; Andreas; Andreas Mustoxydis;1785;1860;http://viaf.org/viaf/73981582;http://viaf.org/viaf/;73981582;KM 22.06.1815 ;;;
Grimm,  Jacob Ludwig Karl;Grimm; Jacob Ludwig Karl; Jacob Ludwig Karl Grimm;1785;1863;http://viaf.org/viaf/31997136;http://viaf.org/viaf/;31997136;KM 22.06.1826  bis 12.04.1832;AM 07.05.1832  bis 09.03.1841;OM 09.03.1841 ;
Dulong,  Pierre-Louis;Dulong; Pierre-Louis; Pierre-Louis Dulong;1785;1838;http://viaf.org/viaf/25331095;http://viaf.org/viaf/;25331095;KM 13.12.1827 ;;;
Ledebour, Carl Friedrich von;Ledebour;Carl Friedrich von;Carl Friedrich von Ledebour;1785;1851;http://viaf.org/viaf/64768440;http://viaf.org/viaf/;64768440;KM 19.01.1832 ;;;
Grimm,  Jacob Ludwig Karl;Grimm; Jacob Ludwig Karl; Jacob Ludwig Karl Grimm;1785;1863;http://viaf.org/viaf/31997136;http://viaf.org/viaf/;31997136;KM 22.06.1826  bis 12.04.1832;AM 07.05.1832  bis 09.03.1841;OM 09.03.1841 ;
Hooker,  Sir William Jackson;Hooker; Sir William Jackson; Sir William Jackson Hooker;1785;1865;http://viaf.org/viaf/46874997;http://viaf.org/viaf/;46874997;KM 13.02.1834  bis 26.07.1855;EM 15.08.1855 ;;
Vigors,  Nicholas Aylward;Vigors; Nicholas Aylward; Nicholas Aylward Vigors;1785;1840;http://viaf.org/viaf/40162259;http://viaf.org/viaf/;40162259;KM 13.02.1834 ;;;
Peyron,  Vittorio Amedeo;Peyron; Vittorio Amedeo; Vittorio Amedeo Peyron;1785;1870;http://viaf.org/viaf/19835436;http://viaf.org/viaf/;19835436;KM 18.02.1836 ;;;
Schmeller,  Johann Andreas;Schmeller; Johann Andreas; Johann Andreas Schmeller;1785;1852;http://viaf.org/viaf/88892462;http://viaf.org/viaf/;88892462;KM 18.02.1836 ;;;
Grimm,  Jacob Ludwig Karl;Grimm; Jacob Ludwig Karl; Jacob Ludwig Karl Grimm;1785;1863;http://viaf.org/viaf/31997136;http://viaf.org/viaf/;31997136;KM 22.06.1826  bis 12.04.1832;AM 07.05.1832  bis 09.03.1841;OM 09.03.1841 ;
Wheaton,  Henry;Wheaton; Henry; Henry Wheaton;1785;1848;http://viaf.org/viaf/49274108;http://viaf.org/viaf/;49274108;EM 30.09.1843 ;;;
Dahlmann,  Friedrich Christoph;Dahlmann; Friedrich Christoph; Friedrich Christoph Dahlmann;1785;1860;http://viaf.org/viaf/68943247;http://viaf.org/viaf/;68943247;KM 27.02.1845 ;;;
Hooker,  Sir William Jackson;Hooker; Sir William Jackson; Sir William Jackson Hooker;1785;1865;http://viaf.org/viaf/46874997;http://viaf.org/viaf/;46874997;KM 13.02.1834 bis 26.07.1855 ;EM 15.08.1855 ;;
Gesenius,  Heinrich Friedrich Wilhelm;Gesenius; Heinrich Friedrich Wilhelm; Heinrich Friedrich Wilhelm Gesenius;1786;1842;http://viaf.org/viaf/51807594;http://viaf.org/viaf/;51807594;KM 22.06.1826 ;;;
Arago,  Dominique-Françﬂois-Jean;Arago; Dominique-Françﬂois-Jean; Dominique-Françﬂois-Jean Arago;1786;1853;http://viaf.org/viaf/64023378;http://viaf.org/viaf/;64023378;AM 04.01.1828 ;;;
Otto,  Adolf Wilhelm;Otto; Adolf Wilhelm; Adolf Wilhelm Otto;1786;1845;http://viaf.org/viaf/13077935;http://viaf.org/viaf/;13077935;KM 19.01.1832 ;;;
Wallich,  Nathanael;Wallich; Nathanael; Nathanael Wallich;1786;1854;http://viaf.org/viaf/9962177;http://viaf.org/viaf/;9962177;KM 19.01.1832 ;;;
Grimm,  Wilhelm Karl;Grimm; Wilhelm Karl; Wilhelm Karl Grimm;1786;1859;http://viaf.org/viaf/31997136;http://viaf.org/viaf/;31997136;KM 12.04.1832  bis 11.02.1841;OM 09.03.1841 ;;
Chevreul, Michel EugËne;Chevreul;Michel EugËne;Michel EugËne Chevreul;1786;1889;http://viaf.org/viaf/100196127;http://viaf.org/viaf/;100196127;KM 05.06.1834  bis 22.07.1880;AM 16.08.1880 ;;
Amici,  Giovanni Battista;Amici; Giovanni Battista; Giovanni Battista Amici;1786;1864;http://viaf.org/viaf/15020565;http://viaf.org/viaf/;15020565;KM 01.12.1836 ;;;
Wilson,  Horace Hayman;Wilson; Horace Hayman; Horace Hayman Wilson;1786;1860;http://viaf.org/viaf/19797398;http://viaf.org/viaf/;19797398;KM 16.02.1837  bis 14.03.1839;AM 21.04.1839 ;;
Wilson,  Horace Hayman;Wilson; Horace Hayman; Horace Hayman Wilson;1786;1860;http://viaf.org/viaf/19797398;http://viaf.org/viaf/;19797398;KM 16.02.1837  bis 14.03.1839;AM 21.04.1839 ;;
Grimm,  Wilhelm Karl;Grimm; Wilhelm Karl; Wilhelm Karl Grimm;1786;1859;http://viaf.org/viaf/31997136;http://viaf.org/viaf/;31997136;KM 12.04.1832  bis 11.02.1841;OM 09.03.1841 ;;
Löbell,  Johann Wilhelm;Löbell; Johann Wilhelm; Johann Wilhelm Löbell;1786;1863;http://viaf.org/viaf/42185035;http://viaf.org/viaf/;42185035;KM 17.12.1846 ;;;
Voigt,  Johannes;Voigt; Johannes; Johannes Voigt;1786;1863;http://viaf.org/viaf/74631225;http://viaf.org/viaf/;74631225;KM 17.12.1846 ;;;
Scharnhorst,  Heinrich Wilhelm Gebhard von;Scharnhorst; Heinrich Wilhelm Gebhard von; Heinrich Wilhelm Gebhard von Scharnhorst;1786;1854;http://viaf.org/viaf/42606734;http://viaf.org/viaf/;42606734;EM 27.06.1853 ;;;
Schulze,  Johannes Karl Hartwig;Schulze; Johannes Karl Hartwig; Johannes Karl Hartwig Schulze;1786;1869;http://viaf.org/viaf/39457764;http://viaf.org/viaf/;39457764;EM 22.07.1854 ;;;
Letronne,  Jean-Antoine;Letronne; Jean-Antoine; Jean-Antoine Letronne;1787;1848;http://viaf.org/viaf/36990347;http://viaf.org/viaf/;36990347;KM 16.08.1821  bis 12.04.1832;AM 07.05.1832 ;;
Purkynç, Jan Evangelista;Purkynç;Jan Evangelista;Jan Evangelista Purkynç;1787;1869;http://viaf.org/viaf/98133130;http://viaf.org/viaf/;98133130;KM 19.01.1832 ;;;
Letronne,  Jean-Antoine;Letronne; Jean-Antoine; Jean-Antoine Letronne;1787;1848;http://viaf.org/viaf/36990347;http://viaf.org/viaf/;36990347;KM 16.08.1821  bis 12.04.1832;AM 07.05.1832 ;;
Orelli,  Johann Caspar von;Orelli; Johann Caspar von; Johann Caspar von Orelli;1787;1849;http://viaf.org/viaf/62344858;http://viaf.org/viaf/;62344858;KM 23.06.1836 ;;;
Sefström,  Nils Gabriel;Sefström; Nils Gabriel; Nils Gabriel Sefström;1787;1845;http://viaf.org/viaf/27854178;http://viaf.org/viaf/;27854178;KM 25.03.1841 ;;;
Uhland,  Ludwig;Uhland; Ludwig; Ludwig Uhland;1787;1862;http://viaf.org/viaf/73943536;http://viaf.org/viaf/;73943536;KM 27.02.1845 ;;;
Karadûiç, Vuk Stefanoviç;Karadûiç;Vuk Stefanoviç;Vuk Stefanoviç Karadûiç;1787;1864;http://viaf.org/viaf/7403617;http://viaf.org/viaf/;7403617;KM 25.04.1850 ;;;
Guizot, F. (Francçois Pierre Guillaume);Guizot;F. (Francçois Pierre Guillaume);F. (Francçois Pierre Guillaume) Guizot;1787;1874;http://viaf.org/viaf/29600143;http://viaf.org/viaf/;29600143;AM 14.12.1840 ;;;
Mosander,  Carl Gustav;Mosander; Carl Gustav; Carl Gustav Mosander;1787;1858;http://viaf.org/viaf/59865804;http://viaf.org/viaf/;59865804;KM 24.04.1856 ;;;
Bernstein,  Georg Heinrich;Bernstein; Georg Heinrich; Georg Heinrich Bernstein;1787;1860;http://viaf.org/viaf/93205398;http://viaf.org/viaf/;93205398;KM 30.06.1859 ;;;
Avellino,  Francesco Maria;Avellino; Francesco Maria; Francesco Maria Avellino;1788;1850;http://viaf.org/viaf/14760632;http://viaf.org/viaf/;14760632;KM 25.06.1812 ;;;
Kunth,  Karl Sigismund;Kunth; Karl Sigismund; Karl Sigismund Kunth;1788;1850;http://viaf.org/viaf/34572789;http://viaf.org/viaf/;34572789;KM 01.06.1820  bis 10.12.1829;OM 11.01.1830 ;;
