Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Remusat,  Jean Pierre-Abel;Remusat; Jean Pierre-Abel; Jean Pierre-Abel Remusat;1788;1832;http://viaf.org/viaf/19683296;http://viaf.org/viaf/;19683296;KM 09.06.1825 ;;;
Gmelin,  Leopold;Gmelin; Leopold; Leopold Gmelin;1788;1853;http://viaf.org/viaf/64046278;http://viaf.org/viaf/;64046278;KM 13.12.1827 ;;;
Freytag,  Georg Wilhelm Friedrich;Freytag; Georg Wilhelm Friedrich; Georg Wilhelm Friedrich Freytag;1788;1861;http://viaf.org/viaf/32094861;http://viaf.org/viaf/;32094861;KM 10.12.1829 ;;;
Kunth,  Karl Sigismund;Kunth; Karl Sigismund; Karl Sigismund Kunth;1788;1850;http://viaf.org/viaf/34572789;http://viaf.org/viaf/;34572789;KM 01.06.1820  bis 10.12.1829;;;
Poncelet,  Jean-Victor;Poncelet; Jean-Victor; Jean-Victor Poncelet;1788;1867;http://viaf.org/viaf/76355700;http://viaf.org/viaf/;76355700;KM 19.01.1832 ;;;
Becquerel,  Antoine-César;Becquerel; Antoine-César; Antoine-César Becquerel;1788;1878;http://viaf.org/viaf/37003689;http://viaf.org/viaf/;37003689;KM 19.02.1835 ;;;
Palgrave,  Sir Francis;Palgrave; Sir Francis; Sir Francis Palgrave;1788;1861;http://viaf.org/viaf/46751431;http://viaf.org/viaf/;46751431;KM 18.02.1836 ;;;
Haughton,  Sir Graves Champney;Haughton; Sir Graves Champney; Sir Graves Champney Haughton;1788;1849;http://viaf.org/viaf/32750828;http://viaf.org/viaf/;32750828;KM 16.02.1837 ;;;
Spinelli,  Domenico;Spinelli; Domenico; Domenico Spinelli;1788;1863;http://viaf.org/viaf/17213873;http://viaf.org/viaf/;17213873;EM 18.05.1850 ;;;
Sabine,  Sir Edward;Sabine; Sir Edward; Sir Edward Sabine;1788;1833;http://viaf.org/viaf/29833874;http://viaf.org/viaf/;29833874;EM 15.08.1855 ;;;
Carus,  Karl Gustav;Carus; Karl Gustav; Karl Gustav Carus;1789;1869;http://viaf.org/viaf/76085;http://viaf.org/viaf/;76085;KM 13.12.1827 ;;;
Hamaker,  Hendrik Arent;Hamaker; Hendrik Arent; Hendrik Arent Hamaker;1789;1835;http://viaf.org/viaf/35288220;http://viaf.org/viaf/;35288220;KM 12.02.1829 ;;;
Gaudichaud-Beaupré,  Charles;Gaudichaud-Beaupré; Charles; Charles Gaudichaud-Beaupré;1789;1854;http://viaf.org/viaf/100383107;http://viaf.org/viaf/;100383107;KM 13.02.1834 ;;;
Cauchy,  Augustin-Louis Baron de;Cauchy; Augustin-Louis Baron de; Augustin-Louis Baron de Cauchy;1789;1857;http://viaf.org/viaf/73851086;http://viaf.org/viaf/;73851086;AM 05.04.1836 ;;;
Geel,  Jacobus;Geel; Jacobus; Jacobus Geel;1789;1862;http://viaf.org/viaf/46887546;http://viaf.org/viaf/;46887546;KM 23.06.1836 ;;;
Neander,  Johann August Wilhelm;Neander; Johann August Wilhelm; Johann August Wilhelm Neander;1789;1850;http://viaf.org/viaf/20475650;http://viaf.org/viaf/;20475650;OM 14.03.1839 ;;;
Ohm,  Georg Simon;Ohm; Georg Simon; Georg Simon Ohm;1789;1854;http://viaf.org/viaf/7475469;http://viaf.org/viaf/;7475469;KM 06.06.1839 ;;;
Ferrero della Marmora, Alberto, conte;Ferrero della Marmora;Alberto, conte;Alberto, conte Ferrero della Marmora;1789;1863;http://viaf.org/viaf/44442975;http://viaf.org/viaf/;44442975;KM 09.05.1844 ;;;
Sparks,  Jared;Sparks; Jared; Jared Sparks;1789;1866;http://viaf.org/viaf/32111805;http://viaf.org/viaf/;32111805;KM 27.02.1845 ;;;
Yates,  James;Yates; James; James Yates;1789;1871;http://viaf.org/viaf/10610320;http://viaf.org/viaf/;10610320;KM 17.01.1867 ;;;
Cagnoni, Gaspare;Cagnoni;Gaspare;Gaspare Cagnoni;1790;1807;http://viaf.org/viaf/120645816;http://viaf.org/viaf/;120645816;EM 14.10.1751 ;;;
Moebius,  August Ferdinand;Moebius; August Ferdinand; August Ferdinand Moebius;1790;1868;http://viaf.org/viaf/27139308;http://viaf.org/viaf/;27139308;KM 10.12.1829 ;;;
Meineke,  Johann Albert Friedrich August;Meineke; Johann Albert Friedrich August; Johann Albert Friedrich August Meineke;1790;1870;http://viaf.org/viaf/69736744;http://viaf.org/viaf/;69736744;OM 11.06.1830 ;;;
Brandis,  Christian August;Brandis; Christian August; Christian August Brandis;1790;1867;http://viaf.org/viaf/84721;http://viaf.org/viaf/;84721;KM 12.04.1832  bis 10.04.1862;AM 21.05.1862 ;;
Rochette, Désiré Raoul;Rochette;Désiré Raoul;Désiré Raoul Rochette;1790;1854;http://viaf.org/viaf/56687461;http://viaf.org/viaf/;56687461;KM 12.04.1832  bis 08.09.1854;;;
Dirksen,  Heinrich Eduard;Dirksen; Heinrich Eduard; Heinrich Eduard Dirksen;1790;1868;http://viaf.org/viaf/59828422;http://viaf.org/viaf/;59828422;OM 09.03.1841 ;;;
Daniell,  John Frederik;Daniell; John Frederik; John Frederik Daniell;1790;1845;http://viaf.org/viaf/15509252;http://viaf.org/viaf/;15509252;KM 23.01.1845 ;;;
Dieterici,  Karl Friedrich Wilhelm;Dieterici; Karl Friedrich Wilhelm; Karl Friedrich Wilhelm Dieterici;1790;1859;http://viaf.org/viaf/42194861;http://viaf.org/viaf/;42194861;OM 20.01.1847 ;;;
Santarem,  Manoel Francisco DE BARROS Y SOUZA Vicomte de;Santarem; Manoel Francisco DE BARROS Y SOUZA Vicomte de; Manoel Francisco DE BARROS Y SOUZA Vicomte de Santarem;1790;1856;http://viaf.org/viaf/69275379;http://viaf.org/viaf/;69275379;KM 10.06.1847 ;;;
Maurer,  Georg Ludwig Ritter von;Maurer; Georg Ludwig Ritter von; Georg Ludwig Ritter von Maurer;1790;1872;http://viaf.org/viaf/18017403;http://viaf.org/viaf/;18017403;KM 15.06.1854 ;;;
Brandis,  Christian August;Brandis; Christian August; Christian August Brandis;1790;1867;http://viaf.org/viaf/84721;http://viaf.org/viaf/;84721;KM 12.04.1832 bis 10.04.1862 ;AM 21.05.1862 ;;
Bopp,  Franz;Bopp; Franz; Franz Bopp;1791;1867;http://viaf.org/viaf/61614118;http://viaf.org/viaf/;61614118;OM 18.04.1822 ;;;
Encke,  Johann Franz;Encke; Johann Franz; Johann Franz Encke;1791;1865;http://viaf.org/viaf/62300957;http://viaf.org/viaf/;62300957;KM 05.06.1823  bis 10.02.1825;OM 21.06.1825 ;;
Encke,  Johann Franz;Encke; Johann Franz; Johann Franz Encke;1791;1865;http://viaf.org/viaf/62300957;http://viaf.org/viaf/;62300957;KM 05.06.1823  bis 10.02.1825;OM 21.06.1825 ;;
Ritter,  Heinrich;Ritter; Heinrich; Heinrich Ritter;1791;1869;http://viaf.org/viaf/44379593;http://viaf.org/viaf/;44379593;OM 13.02.1832 bis 13.02.1834 ;AM 13.02.1834 ;;
Faraday,  Michael;Faraday; Michael; Michael Faraday;1791;1867;http://viaf.org/viaf/38158158;http://viaf.org/viaf/;38158158;KM 20.06.1833  bis 07.04.1842;AM 28.06.1842 ;;
Ritter,  Heinrich;Ritter; Heinrich; Heinrich Ritter;1791;1869;http://viaf.org/viaf/44379593;http://viaf.org/viaf/;44379593;OM 13.02.1832 bis 13.02.1834 ;AM 13.02.1834 ;;
Bunsen, Christian Karl Josias, Freiherr von;Bunsen;Christian Karl Josias, Freiherr von;Christian Karl Josias, Freiherr von Bunsen;1791;1860;http://viaf.org/viaf/27110558;http://viaf.org/viaf/;27110558;KM 04.12.1834 ;;;
Faraday,  Michael;Faraday; Michael; Michael Faraday;1791;1867;http://viaf.org/viaf/38158158;http://viaf.org/viaf/;38158158;KM 20.06.1833  bis 07.04.1842;AM 28.06.1842 ;;
Arneth,  Joseph Calasanza Ritter von;Arneth; Joseph Calasanza Ritter von; Joseph Calasanza Ritter von Arneth;1791;1863;http://viaf.org/viaf/74189849;http://viaf.org/viaf/;74189849;KM 16.06.1853 ;;;
Bunsen, Christian Karl Josias, Freiherr von;Bunsen;Christian Karl Josias, Freiherr von;Christian Karl Josias, Freiherr von Bunsen;1791;1860;http://viaf.org/viaf/27110558;http://viaf.org/viaf/;27110558;EM 07.01.1835 bis 30.07.1857 ;AM 24.08.1857 ;;
Dirksen,  Enno Heeren;Dirksen; Enno Heeren; Enno Heeren Dirksen;1792;1850;http://viaf.org/viaf/5713991;http://viaf.org/viaf/;5713991;OM 21.06.1825 ;;;
Herschel,  Sir John Frederick William;Herschel; Sir John Frederick William; Sir John Frederick William Herschel;1792;1871;http://viaf.org/viaf/9887999;http://viaf.org/viaf/;9887999;KM 13.12.1827  bis 20.12.1838;AM 01.02.1839 ;;
Kosegarten,  Ludwig;Kosegarten; Ludwig; Ludwig Kosegarten;1792;1860;http://viaf.org/viaf/22890894;http://viaf.org/viaf/;22890894;KM 10.12.1829 ;;;
Cousin,  Victor;Cousin; Victor; Victor Cousin;1792;1867;http://viaf.org/viaf/61544271;http://viaf.org/viaf/;61544271;AM 07.05.1832 ;;;
Baer,  Karl Ernst von;Baer; Karl Ernst von; Karl Ernst von Baer;1792;1876;http://viaf.org/viaf/36992389;http://viaf.org/viaf/;36992389;KM 13.02.1834  bis 31.01.1861;AM 31.01.1861 ;;
Gmelin,  Christian Gottlob;Gmelin; Christian Gottlob; Christian Gottlob Gmelin;1792;1860;http://viaf.org/viaf/15514658;http://viaf.org/viaf/;15514658;KM 13.02.1834 ;;;
Dufrenoy,  Ours-Pierre-Armand Petit;Dufrenoy; Ours-Pierre-Armand Petit; Ours-Pierre-Armand Petit Dufrenoy;1792;1857;http://viaf.org/viaf/74003443;http://viaf.org/viaf/;74003443;KM 19.02.1835 ;;;
Zumpt,  Karl Gottlob;Zumpt; Karl Gottlob; Karl Gottlob Zumpt;1792;1849;http://viaf.org/viaf/37682546;http://viaf.org/viaf/;37682546;OM 12.03.1835 ;;;
Herschel,  Sir John Frederick William;Herschel; Sir John Frederick William; Sir John Frederick William Herschel;1792;1871;http://viaf.org/viaf/9887999;http://viaf.org/viaf/;9887999;KM 13.12.1827  bis 20.12.1838;AM 01.02.1839 ;;
Stenzel,  Gustav Adolf Harald;Stenzel; Gustav Adolf Harald; Gustav Adolf Harald Stenzel;1792;1854;http://viaf.org/viaf/64779697;http://viaf.org/viaf/;64779697;KM 27.02.1845 ;;;
Murchison,  Sir Roderick Impey;Murchison; Sir Roderick Impey; Sir Roderick Impey Murchison;1792;1871;http://viaf.org/viaf/46876809;http://viaf.org/viaf/;46876809;KM 15.04.1847 ;;;
Baer,  Karl Ernst von;Baer; Karl Ernst von; Karl Ernst von Baer;1792;1876;http://viaf.org/viaf/36992389;http://viaf.org/viaf/;36992389;KM 13.02.1834 bis 31.01.1861 ;AM 31.01.1861 ;;
Schömann,  Georg Friedrich;Schömann; Georg Friedrich; Georg Friedrich Schömann;1793;1879;http://viaf.org/viaf/69693288;http://viaf.org/viaf/;69693288;KM 17.06.1824 ;;;
Olfers, Ignaz Franz Werner Maria von;Olfers;Ignaz Franz Werner Maria von;Ignaz Franz Werner Maria von Olfers;1793;1872;http://viaf.org/viaf/89318541;http://viaf.org/viaf/;89318541;KM 13.04.1826  bis 01.12.1836;OM 04.01.1837 ;;
Eschscholtz,  Johann Friedrich;Eschscholtz; Johann Friedrich; Johann Friedrich Eschscholtz;1793;1831;http://viaf.org/viaf/47516756;http://viaf.org/viaf/;47516756;KM 10.12.1829 ;;;
Neumann,  Karl Friedrich;Neumann; Karl Friedrich; Karl Friedrich Neumann;1793;1870;http://viaf.org/viaf/54376103;http://viaf.org/viaf/;54376103;KM 10.12.1829 ;;;
Lachmann,  Karl;Lachmann; Karl; Karl Lachmann;1793;1851;http://viaf.org/viaf/64025742;http://viaf.org/viaf/;64025742;OM 11.06.1830 ;;;
Struve,  Friedrich Georg Wilhelm;Struve; Friedrich Georg Wilhelm; Friedrich Georg Wilhelm Struve;1793;1864;http://viaf.org/viaf/54258533;http://viaf.org/viaf/;54258533;KM 19.01.1832  bis 11.11.1864;;;
Rathke,  Heinrich;Rathke; Heinrich; Heinrich Rathke;1793;1860;http://viaf.org/viaf/67214494;http://viaf.org/viaf/;67214494;KM 13.02.1834 ;;;
Reuvens,  Caspar Jacob Christian;Reuvens; Caspar Jacob Christian; Caspar Jacob Christian Reuvens;1793;1835;http://viaf.org/viaf/90636159;http://viaf.org/viaf/;90636159;KM 04.12.1834 ;;;
Cooper,  Charles Purton;Cooper; Charles Purton; Charles Purton Cooper;1793;1873;http://viaf.org/viaf/52044638;http://viaf.org/viaf/;52044638;KM 18.02.1836 ;;;
Olfers,  Ignaz Franz Werner Maria von;Olfers; Ignaz Franz Werner Maria von; Ignaz Franz Werner Maria von Olfers;1793;1872;http://viaf.org/viaf/89318541;http://viaf.org/viaf/;89318541;KM 13.04.1826  bis 01.12.1836;OM 04.01.1837 ;;
Göttling,  Karl Wilhelm;Göttling; Karl Wilhelm; Karl Wilhelm Göttling;1793;1869;http://viaf.org/viaf/22292360;http://viaf.org/viaf/;22292360;KM 09.05.1844 ;;;
Kopp,  Joseph Eutychius;Kopp; Joseph Eutychius; Joseph Eutychius Kopp;1793;1866;http://viaf.org/viaf/69679320;http://viaf.org/viaf/;69679320;KM 19.03.1846 ;;;
Chasles,  Michel;Chasles; Michel; Michel Chasles;1793;1880;http://viaf.org/viaf/56643406;http://viaf.org/viaf/;56643406;KM 22.07.1858 bis 24.02.1876 ;AM 15.03.1876 ;;
Chasles,  Michel;Chasles; Michel; Michel Chasles;1793;1880;http://viaf.org/viaf/56643406;http://viaf.org/viaf/;56643406;KM 22.07.1858 bis 24.02.1876 ;AM 15.03.1876 ;;
Mitscherlich,  Eilhard;Mitscherlich; Eilhard; Eilhard Mitscherlich;1794;1863;http://viaf.org/viaf/56725309;http://viaf.org/viaf/;56725309;OM 07.02.1822 ;;;
Martius, Carl Friedrich Philipp Von;Martius;Carl Friedrich Philipp Von;Carl Friedrich Philipp Von Martius;1794;1868;http://viaf.org/viaf/76416582;http://viaf.org/viaf/;76416582;KM 19.01.1832  bis 02.06.1864;AM 11.07.1864 ;;
Schlechtendal,  Dietrich Franz Leonhard von;Schlechtendal; Dietrich Franz Leonhard von; Dietrich Franz Leonhard von Schlechtendal;1794;1866;http://viaf.org/viaf/287478491;http://viaf.org/viaf/;287478491;KM 13.02.1834 ;;;
Richard,  Achille;Richard; Achille; Achille Richard;1794;1852;http://viaf.org/viaf/68959730;http://viaf.org/viaf/;68959730;KM 07.05.1835 ;;;
Valenciennes,  Achille;Valenciennes; Achille; Achille Valenciennes;1794;1865;http://viaf.org/viaf/12420935;http://viaf.org/viaf/;12420935;KM 24.03.1836 ;;;
Presl,  K. B. (Karel Borçiwoj);Presl; K. B. (Karel Borçiwoj); K. B. (Karel Borçiwoj) Presl;1794;1852;http://viaf.org/viaf/7517927;http://viaf.org/viaf/;7517927;KM 03.05.1838 ;;;
Studer,  Bernhard;Studer; Bernhard; Bernhard Studer;1794;1887;http://viaf.org/viaf/40153647;http://viaf.org/viaf/;40153647;KM 23.01.1845 ;;;
Lappenberg,  Johann Martin;Lappenberg; Johann Martin; Johann Martin Lappenberg;1794;1865;http://viaf.org/viaf/44348036;http://viaf.org/viaf/;44348036;KM 27.02.1845  bis 10.04.1862;AM 21.05.1862 ;;
Diez,  Friedrich;Diez; Friedrich; Friedrich Diez;1794;1876;http://viaf.org/viaf/39485719;http://viaf.org/viaf/;39485719;KM 27.02.1845  bis 15.02.1872;AM 11.03.1872 ;;
Robinson,  Edward;Robinson; Edward; Edward Robinson;1794;1863;http://viaf.org/viaf/12455890;http://viaf.org/viaf/;12455890;KM 17.06.1852 ;;;
Le Bas,  Philippe;Le Bas; Philippe; Philippe Le Bas;1794;1860;http://viaf.org/viaf/39459095;http://viaf.org/viaf/;39459095;KM 25.03.1858 bis 19.05.1860 ;;;
Chiaje,  Stefano delle;Chiaje; Stefano delle; Stefano delle Chiaje;1794;1860;http://viaf.org/viaf/71381181;http://viaf.org/viaf/;71381181;KM 27.02.1862 ;;;
Lappenberg,  Johann Martin;Lappenberg; Johann Martin; Johann Martin Lappenberg;1794;1865;http://viaf.org/viaf/44348036;http://viaf.org/viaf/;44348036;KM 27.02.1845 bis 10.04.1862 ;AM 21.05.1862 ;;
Martius,  Carl Friedrich Philipp von;Martius; Carl Friedrich Philipp von; Carl Friedrich Philipp von Martius;1794;1868;http://viaf.org/viaf/76416582;http://viaf.org/viaf/;76416582;KM 19.01.1832 bis 02.06.1864 ;AM 11.07.1864 ;;
Baeyer,  J. J. (Johann Jacob);Baeyer; J. J. (Johann Jacob); J. J. (Johann Jacob) Baeyer;1794;1885;http://viaf.org/viaf/56913725;http://viaf.org/viaf/;56913725;EM 27.05.1865 ;;;
Diez,  Friedrich;Diez; Friedrich; Friedrich Diez;1794;1876;http://viaf.org/viaf/39485719;http://viaf.org/viaf/;39485719;KM 27.02.1845 bis 15.02.1872 ;AM 11.03.1872 ;;
Garcin de Tassy,  M. (Joseph-Héliodore-Sagesse-Vertu);Garcin de Tassy; M. (Joseph-Héliodore-Sagesse-Vertu); M. (Joseph-Héliodore-Sagesse-Vertu) Garcin de Tassy;1794;1878;http://viaf.org/viaf/64805096;http://viaf.org/viaf/;64805096;KM 29.06.1876 ;;;
Ehrenberg,  Christian Gottfried;Ehrenberg; Christian Gottfried; Christian Gottfried Ehrenberg;1795;1876;http://viaf.org/viaf/73968174;http://viaf.org/viaf/;73968174;KM 13.04.1826  bis 31.05.1827;OM 18.06.1827 ;;
Ehrenberg,  Christian Gottfried;Ehrenberg; Christian Gottfried; Christian Gottfried Ehrenberg;1795;1876;http://viaf.org/viaf/73968174;http://viaf.org/viaf/;73968174;KM 13.04.1826  bis 31.05.1827;OM 18.06.1827 ;;
Weber,  Ernst Heinrich;Weber; Ernst Heinrich; Ernst Heinrich Weber;1795;1878;http://viaf.org/viaf/64080674;http://viaf.org/viaf/;64080674;KM 13.12.1827  bis 21.07.1859;AM 05.08.1859 ;;
Pontécoulant, Philippe Gustave Doulcet, Compte de;Pontécoulant;Philippe Gustave Doulcet, Compte de;Philippe Gustave Doulcet, Compte de Pontécoulant;1795;1874;http://viaf.org/viaf/79014852;http://viaf.org/viaf/;79014852;KM 19.01.1832 ;;;
Rose,  Heinrich;Rose; Heinrich; Heinrich Rose;1795;1864;http://viaf.org/viaf/14846001;http://viaf.org/viaf/;14846001;OM 13.02.1832 ;;;
Ranke,  Leopold von;Ranke; Leopold von; Leopold von Ranke;1795;1886;http://viaf.org/viaf/17303591;http://viaf.org/viaf/;17303591;OM 13.02.1832 ;;;
Hansen,  Peter Andreas;Hansen; Peter Andreas; Peter Andreas Hansen;1795;1874;http://viaf.org/viaf/62357779;http://viaf.org/viaf/;62357779;KM 19.01.1832  bis 01.03.1866;AM 24.03.1866 ;;
Gerhard,  Friedrich Wilhelm Eduard;Gerhard; Friedrich Wilhelm Eduard; Friedrich Wilhelm Eduard Gerhard;1795;1867;http://viaf.org/viaf/77110765;http://viaf.org/viaf/;77110765;KM 12.04.1832  bis 19.02.1835;OM 12.03.1835 ;;
Gerhard,  Friedrich Wilhelm Eduard;Gerhard; Friedrich Wilhelm Eduard; Friedrich Wilhelm Eduard Gerhard;1795;1867;http://viaf.org/viaf/77110765;http://viaf.org/viaf/;77110765;KM 12.04.1832  bis 19.02.1835;OM 12.03.1835 ;;
Reiffenberg, Frédéric-Auguste-Ferdinand-Thomas, baron de;Reiffenberg;Frédéric-Auguste-Ferdinand-Thomas, baron de;Frédéric-Auguste-Ferdinand-Thomas, baron de Reiffenberg;1795;1850;http://viaf.org/viaf/89372286;http://viaf.org/viaf/;89372286;KM 07.12.1837 ;;;
Lame,  Gabriel;Lame; Gabriel; Gabriel Lame;1795;1870;http://viaf.org/viaf/24685200;http://viaf.org/viaf/;24685200;KM 20.12.1838 ;;;
Prokesch von osten,  Anton;Prokesch von osten; Anton; Anton Prokesch von osten;1795;1876;http://viaf.org/viaf/100206399;http://viaf.org/viaf/;100206399;EM 14.03.1839 ;;;
Morin,  Arthur-Jules;Morin; Arthur-Jules; Arthur-Jules Morin;1795;1880;http://viaf.org/viaf/4977156;http://viaf.org/viaf/;4977156;KM 06.06.1839 ;;;
Guyonneau de Pambour,  François-Marie ;Guyonneau de Pambour; François-Marie ; François-Marie  Guyonneau de Pambour;1795;1878;http://viaf.org/viaf/20461541;http://viaf.org/viaf/;20461541;KM 06.06.1839 ;;;
Schaffarik,  Paul Joseph;Schaffarik; Paul Joseph; Paul Joseph Schaffarik;1795;1861;http://viaf.org/viaf/106968086;http://viaf.org/viaf/;106968086;KM 13.02.1840 ;;;
Pertz,  Georg Heinrich;Pertz; Georg Heinrich; Georg Heinrich Pertz;1795;1876;http://viaf.org/viaf/54236315;http://viaf.org/viaf/;54236315;KM 05.11.1840  bis 22.12.1842;OM 23.01.1843 ;;
Haidinger,  Wilhelm Karl Ritter von;Haidinger; Wilhelm Karl Ritter von; Wilhelm Karl Ritter von Haidinger;1795;1871;http://viaf.org/viaf/67275815;http://viaf.org/viaf/;67275815;KM 07.04.1842 ;;;
Pertz,  Georg Heinrich;Pertz; Georg Heinrich; Georg Heinrich Pertz;1795;1876;http://viaf.org/viaf/54236315;http://viaf.org/viaf/;54236315;KM 05.11.1840  bis 22.12.1842;OM 23.01.1843 ;;
Merian,  Peter;Merian; Peter; Peter Merian;1795;1883;http://viaf.org/viaf/45065971;http://viaf.org/viaf/;45065971;EM 08.03.1845 ;;;
Böhmer,  Johann Friedrich;Böhmer; Johann Friedrich; Johann Friedrich Böhmer;1795;1863;http://viaf.org/viaf/19693511;http://viaf.org/viaf/;19693511;KM 27.02.1845  bis 10.04.1862;AM 21.05.1862 ;;
Cavedoni,  Celestino;Cavedoni; Celestino; Celestino Cavedoni;1795;1865;http://viaf.org/viaf/51730830;http://viaf.org/viaf/;51730830;KM 27.02.1845 ;;;
Rafn,  Carl Christian;Rafn; Carl Christian; Carl Christian Rafn;1795;1864;http://viaf.org/viaf/14815092;http://viaf.org/viaf/;14815092;KM 27.02.1845 ;;;
Sarti,  Emiliano;Sarti; Emiliano; Emiliano Sarti;1795;1849;http://viaf.org/viaf/47193889;http://viaf.org/viaf/;47193889;KM 15.04.1847 ;;;
Homeyer,  Karl Gustav;Homeyer; Karl Gustav; Karl Gustav Homeyer;1795;1874;http://viaf.org/viaf/45406984;http://viaf.org/viaf/;45406984;OM 18.05.1850 ;;;
Reinaud,  Joseph-Toussaint;Reinaud; Joseph-Toussaint; Joseph-Toussaint Reinaud;1795;1867;http://viaf.org/viaf/34540078;http://viaf.org/viaf/;34540078;KM 25.04.1850 ;;;
Canina,  Luigi;Canina; Luigi; Luigi Canina;1795;1856;http://viaf.org/viaf/17527923;http://viaf.org/viaf/;17527923;KM 17.06.1852 ;;;
Weber,  Ernst Heinrich;Weber; Ernst Heinrich; Ernst Heinrich Weber;1795;1878;http://viaf.org/viaf/64080674;http://viaf.org/viaf/;64080674;KM 13.12.1827 bis 21.07.1859 ;AM 05.08.1859 ;;
Böhmer,  Johann Friedrich;Böhmer; Johann Friedrich; Johann Friedrich Böhmer;1795;1863;http://viaf.org/viaf/19693511;http://viaf.org/viaf/;19693511;KM 27.02.1845 bis 10.04.1862 ;AM 21.05.1862 ;;
Bethmann-Hollweg,  Moritz August von;Bethmann-Hollweg; Moritz August von; Moritz August von Bethmann-Hollweg;1795;1877;http://viaf.org/viaf/41929453;http://viaf.org/viaf/;41929453;EM 21.07.1862 ;;;
Hansen,  Peter Andreas;Hansen; Peter Andreas; Peter Andreas Hansen;1795;1874;http://viaf.org/viaf/62357779;http://viaf.org/viaf/;62357779;KM 19.01.1832 bis 01.03.1866 ;AM 24.03.1866 ;;
Meier,  Eduard;Meier; Eduard; Eduard Meier;1796;1855;http://viaf.org/viaf/121700014;http://viaf.org/viaf/;121700014;KM 17.06.1824 ;;;
Quetelet, Lambert Adolphe Jacques;Quetelet;Lambert Adolphe Jacques;Lambert Adolphe Jacques Quetelet;1796;1874;http://viaf.org/viaf/24606918;http://viaf.org/viaf/;24606918;KM 19.01.1832 ;;;
Steiner,  Jakob;Steiner; Jakob; Jakob Steiner;1796;1863;http://viaf.org/viaf/49306633;http://viaf.org/viaf/;49306633;KM 04.12.1834 ;;;
Poggendorff,  Johann Christian;Poggendorff; Johann Christian; Johann Christian Poggendorff;1796;1877;http://viaf.org/viaf/76331486;http://viaf.org/viaf/;76331486;OM 04.02.1839 ;;;
Retzius,  Anders Adolf;Retzius; Anders Adolf; Anders Adolf Retzius;1796;1860;http://viaf.org/viaf/54900628;http://viaf.org/viaf/;54900628;KM 08.12.1842 ;;;
Prescott,  William Hickling;Prescott; William Hickling; William Hickling Prescott;1796;1859;http://viaf.org/viaf/14775490;http://viaf.org/viaf/;14775490;KM 27.02.1845 ;;;
Wolf,  Ferdinand;Wolf; Ferdinand; Ferdinand Wolf;1796;1866;http://viaf.org/viaf/76750783;http://viaf.org/viaf/;76750783;KM 26.04.1860 ;;;
Claus,  Karl Ernst;Claus; Karl Ernst; Karl Ernst Claus;1796;1864;http://viaf.org/viaf/32751149;http://viaf.org/viaf/;32751149;KM 19.11.1863 ;;;
Müller,  Ottfried;Müller; Ottfried; Ottfried Müller;1797;1840;http://viaf.org/viaf/39545416;http://viaf.org/viaf/;39545416;KM 05.06.1823 ;;;
Duges,  Antoine-Louis;Duges; Antoine-Louis; Antoine-Louis Duges;1797;1838;http://viaf.org/viaf/76662006;http://viaf.org/viaf/;76662006;KM 24.03.1836 ;;;
Hagen,  Gotthilf Heinrich Ludwig;Hagen; Gotthilf Heinrich Ludwig; Gotthilf Heinrich Ludwig Hagen;1797;1884;http://viaf.org/viaf/61626300;http://viaf.org/viaf/;61626300;OM 28.06.1842 ;;;
Guerard,  Benjamin-Edme-Charles;Guerard; Benjamin-Edme-Charles; Benjamin-Edme-Charles Guerard;1797;1854;http://viaf.org/viaf/37011080;http://viaf.org/viaf/;37011080;KM 27.02.1845 ;;;
